5	1	2	3	4	5																				
3	1	2	2
6	19	20	17	28	35	4																																																																																																				
77	6	13	18	27	44	27	41	23	15	41	27	36	20	11	27	30	36	37	17	4	2	21	26	25	38	45	4	21	39	32	37	39	24	1	19	25	33	44	11	10	28	9	14	39	28	6	12	19	3	13	40	23	27	40	18	15	17	11	3	6	22	48	43	23	29	11	6	21	28	3	29	26	17	21	1	9	7																													
54	46	19	23	42	50	17	48	44	17	4	14	22	18	35	25	8	37	13	8	16	7	35	42	28	24	49	28	10	10	17	6	11	31	48	41	13	38	18	3	45	49	50	7	3	9	45	35	29	17	48	5	3	37	40																																																				
71	47	40	35	23	42	44	40	15	33	48	46	9	23	26	38	40	36	26	40	16	8	41	5	49	47	6	9	37	19	28	11	24	48	8	7	1	21	41	4	1	7	4	14	19	15	34	28	36	26	42	44	2	37	29	43	8	18	34	32	28	28	42	35	35	34	1	50	47	7	48	29																																			
49	3	11	0	33	35	26	43	47	7	2	37	34	18	45	10	36	35	27	30	20	17	50	20	42	31	18	4	40	46	43	36	1	31	13	49	29	17	25	31	22	24	17	43	12	50	30	28	18	17																																																									
85	7	29	49	9	9	19	5	49	32	24	38	31	28	35	15	43	23	45	37	36	34	12	35	26	36	7	1	22	49	12	30	21	12	34	12	37	17	0	12	3	31	2	8	43	45	0	7	4	46	10	7	18	13	4	5	0	14	22	27	6	0	14	18	12	38	4	38	37	11	49	12	5	35	13	36	0	36	0	49	5	20	1	44	26	25																					
87	20	22	46	9	47	9	31	3	15	26	22	43	45	21	26	5	15	40	24	16	10	32	41	35	9	2	4	12	9	37	45	47	7	32	29	27	33	16	46	28	49	31	18	48	44	20	12	23	23	24	16	26	9	47	11	24	12	42	6	20	0	40	10	24	33	12	19	13	4	18	43	44	49	43	20	15	30	28	10	49	16	45	50	24	4	41	39																			
14	20	21	28	4	44	19	31	27	40	15	21	11	17	2																																																																																												
80	10	43	38	8	42	47	45	42	48	21	46	13	29	36	3	45	6	48	43	46	15	30	13	44	41	37	23	40	44	27	45	33	1	13	32	26	17	31	50	24	18	42	21	45	32	46	6	26	34	35	23	16	35	46	42	9	30	13	0	36	42	14	5	32	9	15	45	41	16	48	26	37	22	3	1	10	1	34	45	45																										
29	32	47	16	39	39	17	5	46	47	31	31	27	38	48	17	43	23	24	23	21	0	8	7	48	42	16	31	5	16																																																																													
80	32	13	22	30	2	9	46	12	13	3	49	29	22	4	43	19	14	2	5	24	3	43	10	48	22	31	40	46	8	24	26	30	23	34	27	18	7	49	17	2	46	46	42	29	22	16	7	13	29	34	18	38	10	5	28	44	50	11	22	37	34	46	6	42	39	28	37	5	41	3	43	8	40	30	26	17	35	49	42	38																										
34	43	20	24	17	13	44	19	27	8	26	26	28	37	47	41	29	8	25	28	25	34	16	35	50	35	3	50	44	41	25	20	46	18	6																																																																								
21	20	47	44	37	44	33	9	15	16	47	11	30	32	12	33	7	27	6	42	17	34																																																																																					
25	24	21	19	38	44	13	46	34	43	43	14	4	21	2	15	50	48	12	26	16	1	43	47	30	21																																																																																	
24	34	27	48	40	49	0	2	35	40	18	34	1	5	21	10	24	29	25	19	22	30	35	22	41																																																																																		
76	27	15	25	28	49	42	4	17	11	10	43	9	42	42	48	15	17	24	35	17	31	22	39	15	46	16	4	44	48	15	12	27	44	7	45	1	40	6	34	29	30	9	36	3	49	24	3	50	1	4	41	12	37	38	18	47	15	22	0	43	0	6	47	40	3	26	6	23	18	40	0	17	32	32	8	22																														
86	31	33	43	8	11	43	21	25	2	7	19	18	10	21	40	12	19	6	34	31	48	41	45	35	1	18	30	18	29	41	28	44	20	31	22	24	47	42	13	48	20	26	8	40	28	40	35	33	9	38	38	9	50	25	44	47	43	39	33	15	37	42	3	19	45	32	7	12	42	7	15	38	40	49	42	29	43	46	36	30	22	12	12	40	10	47																				
15	8	13	6	17	6	34	0	10	12	42	12	34	21	41	43																																																																																											
84	24	24	21	36	18	39	0	38	37	25	35	30	6	33	46	37	40	4	44	10	10	28	35	26	47	41	35	29	40	24	50	3	9	9	13	47	12	9	12	43	28	2	31	35	7	41	17	34	7	15	30	16	40	45	34	30	3	13	29	10	16	38	41	2	36	43	39	18	48	40	46	21	12	37	40	1	26	15	34	50	13	31	35	34																						
17	12	21	19	44	25	25	23	40	16	30	27	41	10	40	30	13	37																																																																																									
41	18	36	1	44	8	26	17	48	47	50	36	9	44	50	21	45	1	30	19	25	7	27	49	46	29	34	41	15	46	31	21	44	30	2	42	10	0	43	50	28	43																																																																	
23	4	23	23	28	13	2	41	9	15	14	6	48	16	27	32	41	23	46	18	46	11	18	16																																																																																			
100	35	5	22	25	18	2	24	18	4	14	25	34	10	7	12	46	19	27	33	49	0	34	19	16	20	0	34	32	21	13	9	22	44	48	16	6	50	25	34	45	0	45	8	16	19	18	5	0	7	7	49	23	49	32	40	13	42	43	23	30	50	41	41	30	11	42	44	24	39	30	2	39	35	18	35	1	45	33	33	16	33	31	37	45	35	25	47	29	40	20	38	12	46	22	6	1	43	35	1	33						
18	14	45	26	12	1	10	6	22	15	8	27	8	16	17	5	3	36	25																																																																																								
51	9	18	34	43	28	21	29	38	29	37	24	39	37	22	17	34	12	45	23	29	48	23	20	10	7	12	39	29	26	33	14	6	13	4	24	15	36	47	18	11	19	43	41	5	43	17	2	7	42	49	0																																																							
14	32	7	43	17	38	47	49	23	40	18	47	44	19	20																																																																																												
68	33	47	34	40	31	49	31	14	24	25	43	43	7	21	33	2	2	13	42	10	16	13	10	17	12	30	41	19	17	35	21	34	33	46	23	42	29	38	38	17	33	49	41	46	8	24	47	26	33	15	7	13	22	49	35	9	7	29	38	50	20	22	21	17	17	45	37	4																																						
93	26	34	18	4	28	15	17	31	5	13	32	38	21	17	3	24	42	46	49	23	27	1	10	1	28	12	23	20	29	45	22	3	14	26	4	43	18	27	11	32	37	29	16	28	10	35	11	24	23	18	46	8	43	15	39	33	3	14	8	6	45	2	32	8	32	22	29	25	27	18	26	45	8	24	36	39	47	2	18	24	1	45	19	42	46	36	16	22	0	37	25	28	41													
44	31	16	40	25	12	6	32	18	39	37	44	16	46	8	12	1	29	46	50	1	9	20	11	43	20	19	50	28	19	40	48	12	13	43	25	26	2	35	8	20	12	31	30	12																																																														
40	28	16	46	43	31	50	47	20	22	18	13	24	3	41	30	24	28	5	21	19	28	19	18	21	44	1	50	6	24	17	14	29	49	48	1	44	35	26	37	1																																																																		
54	21	48	45	10	3	2	44	40	32	24	37	39	24	8	6	25	2	27	20	49	23	16	27	9	45	38	44	45	9	37	15	21	40	32	41	35	50	4	4	45	29	31	27	1	50	32	0	32	1	38	13	30	42	34																																																				
43	50	23	27	32	10	44	33	17	34	47	12	22	24	30	33	41	7	26	46	5	16	34	16	38	16	23	20	15	31	30	49	49	38	0	19	20	16	42	40	19	20	21	47																																																															
86	2	11	15	24	46	43	6	18	33	13	4	34	43	24	48	46	28	33	11	33	19	40	48	30	25	27	23	6	40	30	45	41	23	0	35	28	2	29	42	47	1	9	20	18	5	2	7	20	32	38	23	20	25	16	4	0	14	35	37	9	18	16	29	17	21	23	36	10	22	46	13	17	38	33	47	15	7	5	37	24	7	4	48	42	2	31																				
98	42	23	14	37	39	7	48	19	26	39	27	19	39	20	16	10	39	22	5	27	25	32	20	39	3	31	37	7	3	7	25	23	47	39	33	17	8	38	50	22	22	22	34	36	46	5	11	29	14	46	41	37	41	50	46	40	50	50	25	6	19	8	37	41	41	13	13	17	42	1	17	7	3	34	47	7	14	12	45	25	28	41	40	39	20	47	15	26	44	3	11	1	0	2	1	13	7	18								
57	15	20	3	28	23	19	7	37	4	36	39	50	25	8	40	28	49	8	49	8	45	37	49	14	14	20	7	23	25	5	27	4	48	14	43	16	1	5	22	6	22	45	3	13	35	47	11	42	8	34	16	1	29	3	19	16	14																																																	
70	18	49	29	21	39	22	35	21	11	36	36	23	30	1	12	33	15	26	6	46	21	25	21	34	22	20	28	44	43	1	30	16	29	39	30	18	43	48	50	33	25	30	20	26	35	44	34	25	32	28	8	35	33	32	37	2	30	28	32	33	20	38	45	44	36	13	2	30	21	26																																				
32	24	15	42	9	44	22	40	29	15	43	30	46	25	32	0	29	37	3	19	30	11	47	32	34	27	6	5	28	36	43	0	35																																																																										
89	1	23	30	12	45	24	23	17	11	4	23	39	21	25	41	26	0	26	10	43	33	41	35	27	21	28	29	12	30	20	0	6	4	23	42	36	27	30	6	7	48	37	15	0	13	39	47	49	39	32	8	20	32	14	37	32	49	35	4	13	13	30	41	6	42	16	32	28	18	35	0	13	30	12	45	33	41	12	9	18	34	9	36	28	42	40	27	37	5																	
63	12	31	32	28	36	39	9	21	39	15	23	45	15	0	0	37	23	40	6	15	37	48	17	42	50	16	50	9	35	32	37	0	50	29	46	50	29	19	50	25	33	10	0	14	40	25	10	15	36	29	18	1	45	30	33	2	26	13	21	49	49	31	29																																											
24	8	4	16	20	47	3	38	14	27	8	43	10	48	26	7	9	10	6	10	27	16	18	1	36																																																																																		
74	21	5	24	0	21	30	47	5	13	46	49	38	33	28	32	4	32	47	4	50	17	49	24	26	18	15	34	47	12	9	43	43	46	40	24	10	50	23	7	30	25	1	15	28	26	3	37	4	28	43	21	8	50	9	6	26	14	3	25	1	27	13	18	49	0	35	44	17	6	20	28	7	45	5																																
39	20	30	25	25	2	13	19	4	43	29	5	37	7	35	8	13	7	40	45	0	48	35	9	26	27	8	27	7	40	13	16	29	6	36	2	3	44	7	28																																																																			
94	50	14	36	20	33	24	27	5	32	20	22	32	21	31	11	31	14	8	31	13	39	28	19	16	48	37	42	25	8	21	2	16	48	1	15	40	21	25	37	40	42	43	38	23	4	5	8	30	6	40	15	5	3	29	9	41	16	37	10	35	9	31	38	23	4	27	15	21	47	30	37	26	16	37	6	4	13	25	20	42	37	23	16	20	11	47	42	35	41	38	38	9	42	30												
57	47	15	38	3	27	29	43	47	25	1	41	50	22	20	17	35	30	46	26	22	0	22	37	6	10	32	35	21	8	41	10	11	14	42	44	10	44	29	46	17	40	3	32	29	1	11	20	50	45	37	48	10	42	16	48	27	24																																																	
80	35	8	13	5	23	38	35	50	9	0	6	15	35	11	29	8	43	1	26	48	25	42	16	48	17	44	36	26	43	23	12	23	24	26	41	14	47	36	40	19	5	29	40	16	19	35	4	44	35	14	19	27	42	10	19	14	3	5	23	14	42	21	30	20	13	40	5	29	21	50	25	19	13	46	13	34	50	47	22	43																										
56	34	3	14	19	18	29	17	21	18	36	8	8	35	15	22	15	1	27	29	41	19	38	8	10	41	39	29	17	22	31	9	47	29	45	8	17	18	32	26	28	10	21	16	11	14	21	28	20	36	12	28	2	12	19	48	21																																																		
84	6	18	48	6	18	4	24	46	4	25	31	38	48	17	21	14	23	29	30	48	34	0	17	18	0	14	4	10	8	37	4	47	7	20	41	16	9	41	23	12	44	7	9	41	10	4	18	40	47	26	12	31	18	34	36	35	15	39	19	12	14	16	26	10	7	46	41	28	11	21	13	0	27	15	45	33	33	33	22	19	34	27	3	46																						
66	18	14	15	41	35	18	15	50	3	34	41	49	25	14	10	41	47	23	28	44	16	50	33	14	22	6	29	28	7	25	1	36	41	43	35	33	21	30	49	25	47	4	9	13	12	6	2	15	13	25	13	43	22	10	28	45	27	16	11	48	23	49	29	35	13	15																																								
17	16	27	24	40	12	47	22	41	24	24	24	0	21	27	35	20	15																																																																																									
63	24	19	39	20	9	49	33	5	39	40	16	12	30	47	10	48	38	40	19	50	13	19	12	4	45	39	0	4	31	29	25	11	35	27	12	41	14	3	50	3	5	42	31	16	28	12	47	3	42	1	3	23	38	5	35	27	33	46	16	47	33	9	9																																											
69	47	29	37	5	15	13	25	38	16	11	2	7	3	1	10	1	38	50	36	28	33	34	12	5	50	22	3	49	8	1	16	18	9	48	11	38	19	31	20	31	35	30	24	39	4	11	44	8	47	7	42	31	35	35	17	35	46	4	22	16	27	36	28	24	49	23	29	18	40																																					
42	21	24	8	18	13	7	16	42	9	46	26	39	31	36	32	5	20	46	15	14	49	1	44	12	43	24	4	6	23	4	24	44	17	5	12	1	43	30	23	14	37	41																																																																
15	28	3	6	4	20	19	11	41	2	19	28	17	13	45	39																																																																																											
47	17	47	4	5	7	37	26	23	34	46	5	13	39	6	48	43	22	0	21	20	10	37	11	30	37	11	33	29	36	2	46	3	26	40	44	8	0	22	38	13	28	49	31	31	18	29	23																																																											
77	21	40	6	18	19	49	44	27	45	39	18	21	49	39	46	21	13	12	25	26	45	39	0	46	48	1	34	14	36	50	34	9	5	4	5	26	25	43	24	15	10	10	25	46	28	10	47	39	36	34	10	23	1	31	44	6	47	27	11	33	4	9	22	33	38	0	19	13	0	24	4	8	12	6	22	33	35																													
28	1	13	8	14	6	35	50	48	20	24	1	36	35	49	20	23	37	32	35	7	15	35	1	11	3	28	36	9																																																																														
25	32	8	37	31	4	24	29	15	26	26	26	25	24	2	27	24	18	33	7	33	43	36	48	44	28																																																																																	
16	35	7	0	11	35	33	45	25	24	8	17	39	18	24	21	35																																																																																										
33	31	4	14	34	33	19	1	36	18	31	28	46	21	44	25	44	49	3	1	7	16	40	3	5	11	3	9	0	21	13	23	27	2																																																																									
92	32	42	38	5	29	33	15	40	5	11	36	33	46	8	36	45	9	36	34	5	11	15	20	28	9	42	2	34	10	9	0	34	10	26	7	7	45	18	23	38	27	48	40	35	14	10	45	20	8	36	42	5	12	19	35	8	32	32	32	9	25	24	4	17	14	37	27	9	49	42	38	30	38	25	31	40	16	37	16	28	41	19	31	2	21	22	13	4	7	30	24	21														
69	42	39	22	9	18	40	7	41	28	50	32	5	16	9	1	25	42	31	12	1	26	14	39	3	7	33	39	33	10	26	42	44	7	49	30	48	9	18	43	24	27	29	30	14	28	27	18	19	10	47	16	30	32	43	28	29	3	49	40	49	15	38	41	7	21	2	8	27	23																																					
85	48	39	19	46	16	6	33	18	36	28	26	31	3	26	1	11	39	30	20	49	16	37	12	17	6	37	31	45	33	1	30	18	41	29	40	2	46	40	50	22	9	1	16	1	2	31	23	43	41	46	44	36	17	33	28	6	44	23	20	1	21	11	11	33	4	5	40	43	38	39	18	6	31	39	6	21	36	35	5	25	16	23	17	30	39																					
56	23	29	47	11	18	19	38	29	32	50	17	35	24	33	28	43	31	47	27	25	2	36	4	20	1	18	34	10	26	29	3	45	13	48	32	17	31	45	18	37	41	3	28	27	30	32	21	25	50	13	12	6	21	47	32	46																																																		
59	35	27	37	47	20	19	0	32	35	21	48	15	7	49	45	26	0	48	22	4	46	3	20	44	13	3	1	39	21	28	23	23	17	18	24	12	27	35	18	12	6	11	47	36	2	0	18	15	26	12	23	36	28	41	22	30	44	22	11																																															
21	6	22	26	22	5	44	40	5	1	10	23	50	28	38	33	32	10	21	31	12	9																																																																																					
54	22	5	39	25	24	9	40	37	13	46	19	33	45	2	21	32	2	11	18	21	1	8	12	11	37	11	6	7	1	1	45	15	23	26	8	30	1	11	15	38	42	36	20	18	9	16	20	33	30	49	11	32	50	29																																																				
51	24	42	11	12	18	5	15	38	19	48	7	34	40	34	13	1	29	41	10	44	49	21	32	37	9	43	2	23	35	39	15	15	48	42	39	29	47	8	5	32	27	9	18	25	32	40	19	38	4	2	0																																																							
100	26	4	5	13	35	16	21	26	50	25	35	19	29	42	14	32	4	15	44	20	22	26	18	24	2	36	11	10	48	11	38	41	43	30	40	11	15	49	31	15	44	25	14	45	19	22	9	43	28	22	35	0	16	34	13	0	1	16	19	15	49	3	40	32	44	41	4	49	40	46	6	14	15	35	45	42	43	44	20	23	15	2	48	28	36	7	38	41	9	1	5	43	9	4	30	46	10	10	18	28						
44	21	3	5	29	2	25	21	25	36	46	6	40	24	38	28	8	13	31	33	8	5	4	43	30	23	28	5	0	38	8	12	28	32	28	16	9	44	17	19	1	5	36	0	25																																																														
92	24	4	23	1	0	36	35	40	45	34	23	12	31	21	9	42	32	44	41	3	3	49	28	4	48	47	40	1	19	10	36	2	32	6	2	3	0	19	27	42	36	31	18	34	25	1	21	20	22	32	7	12	48	38	25	7	27	19	5	48	41	16	22	40	33	42	32	14	50	14	41	43	21	11	15	6	20	4	9	6	23	14	30	10	45	26	28	1	27	46	13	29														
93	4	13	48	46	17	47	39	3	16	35	24	20	1	37	28	13	9	42	44	24	11	29	28	36	18	5	3	28	44	22	19	34	43	46	28	38	28	1	7	44	7	4	18	47	49	13	24	1	4	20	1	49	24	30	11	12	41	50	2	17	38	17	17	44	47	41	15	47	12	4	6	30	12	35	46	5	14	0	15	43	8	50	20	19	44	6	2	15	8	10	23	50	32													
72	2	17	33	34	36	13	29	10	13	33	45	12	27	11	18	24	36	14	9	41	15	20	24	42	15	29	43	38	12	5	34	46	33	50	14	36	23	31	31	17	17	20	41	40	17	11	33	10	18	38	5	26	20	24	23	27	14	12	29	25	46	34	38	8	14	16	37	2	43	28	1	38																																		
84	5	46	49	33	19	9	42	31	46	15	6	39	27	47	14	5	14	5	2	17	50	20	31	6	32	45	7	15	20	2	7	4	28	39	48	20	46	3	23	48	28	5	29	47	27	26	9	41	18	50	22	40	49	24	14	18	45	29	42	18	35	50	33	2	2	34	48	6	2	42	20	21	23	46	22	35	13	19	4	17	2	18	35	8																						
21	41	12	3	19	32	17	9	31	17	25	27	37	41	42	17	33	12	47	32	10	29																																																																																					
67	29	40	5	24	23	6	45	50	27	41	15	13	20	45	41	18	15	6	41	43	46	18	8	4	10	13	27	16	23	43	44	26	8	23	31	34	33	38	46	12	37	5	33	11	6	4	38	5	18	44	23	24	9	40	19	31	45	4	1	44	25	34	19	47	36	30	10																																							
37	19	36	16	47	39	27	2	18	1	8	41	31	48	31	50	6	18	17	16	15	10	28	42	7	19	28	6	13	35	31	14	41	23	14	35	31	14																																																																					
10	22	43	46	36	26	18	40	50	9	2																																																																																																
67	30	36	25	49	23	11	26	22	38	27	19	18	25	31	18	49	32	28	4	11	38	20	43	21	20	40	2	36	17	48	39	45	11	41	22	29	22	48	19	9	23	13	45	10	24	45	2	8	48	13	26	27	29	34	36	22	25	5	16	9	7	20	3	28	10	11	9																																							
74	43	48	25	15	11	50	49	26	43	30	29	33	40	41	24	38	6	38	19	24	40	49	28	45	46	40	35	18	47	27	42	31	29	37	47	0	12	36	31	22	11	11	24	6	11	46	33	30	40	46	38	17	42	49	45	47	27	33	9	36	43	7	31	10	14	2	1	49	24	5	48	7	44	26																																
87	12	0	8	17	38	38	40	36	18	5	21	0	50	17	32	26	38	35	25	13	46	7	19	46	3	12	41	33	31	50	2	23	18	33	36	26	32	41	20	49	26	4	21	3	40	27	25	43	11	50	11	14	10	47	4	40	26	14	35	9	12	16	39	19	2	23	45	18	46	23	3	9	22	45	13	44	20	38	3	46	18	23	19	5	3	42	11																			
54	33	12	48	10	17	1	50	12	47	0	42	45	49	30	7	13	10	8	31	46	7	0	48	21	37	26	31	37	44	10	19	41	38	19	6	13	30	10	39	10	4	37	32	38	9	44	17	3	45	18	43	8	8	29																																																				
59	38	21	12	16	28	29	40	44	8	21	21	16	22	8	30	50	12	49	12	17	31	15	42	18	35	50	36	48	28	20	6	37	38	17	13	20	11	14	2	3	16	21	32	20	47	14	2	30	34	47	34	33	48	47	5	50	8	25	31																																															
87	20	3	38	32	32	50	49	7	24	27	13	24	18	20	45	8	46	27	20	32	21	30	27	24	5	9	48	36	6	2	5	0	32	33	44	36	42	23	40	31	34	47	25	22	49	13	28	48	16	1	50	29	24	13	22	49	20	33	26	7	38	6	8	5	9	17	36	45	47	17	22	45	23	34	17	38	29	20	9	27	15	34	5	3	23	44	2																			
14	20	39	41	8	10	14	2	1	13	35	17	43	1	32																																																																																												
27	8	11	23	27	4	46	33	21	11	45	5	10	38	47	3	38	19	21	26	28	7	49	25	35	13	4	42																																																																															
12	50	37	42	6	42	19	33	0	15	24	6	17																																																																																														
99	48	38	4	28	12	22	44	20	15	25	50	28	46	19	44	46	7	48	42	24	11	50	28	43	32	40	40	4	3	2	4	10	32	44	37	44	40	6	28	34	22	45	1	35	46	11	29	7	12	21	39	38	16	31	8	25	7	40	15	49	21	24	28	50	29	48	19	29	40	7	3	8	48	4	30	43	8	35	47	49	45	41	10	32	46	39	25	3	12	46	7	25	48	45	6	36	35	31	3
